Username,Rapid Rating,Blitz Rating,Puzzle Rating
aston2378,1559,1184,2177
astoroids,1585,1309,821
astr0bit,649,493,427
astra52,1145,1028,955
astralplane,1515,1214,1308
astra_taffer,1098,572,1176
astridb612,993,736,1367
astro82,1089,754,452
astroavelanche,1174,940,1412
astroboy27,1429,1380,1079
astrobuoy,1343,1189,1679
astrogames,1109,779,904
astrologicalcanine,573,137,529
astronaut3005,750,622,1256
astronautchessplayer,635,809,822
astronomer111,1690,1370,1828
astrotoad,791,350,538
astro_t,1007,835,1580
astyn,343,617,398
asukaoce,815,777,623
asura5,1701,1558,2387
asura6,796,277,736
asurco,1073,530,1183
asutre,794,783,929
asvalidas,693,995,893
aswanth0123,1248,1106,2054
asylumofsouls,1266,1132,1692
as_majestic12,795,657,1126
atacahah,672,426,412
atadpole13,1229,1181,545
atag313,246,1052,387
atakatme,667,777,785
atalkingcucumber,1052,100,1505
ataniw,1064,650,758
atar4xia,1470,1298,1389
ataytaytay,1241,807,482
atbiju75,920,852,986
atbu,935,360,452
atcho98,496,302,999
ateia,1459,1288,1849
atelford,394,476,787
atempestwest,969,780,1438
atereques,1474,1311,1062
atharvadole,1120,791,486
athenauki,326,193,673
athethy,1200,668,807
atheykeith,420,823,772
athighenthusiast,1189,1156,2248
athund3ra,1114,866,1746
atiennebakker,1241,1029,1041
atifbaba,688,620,1198
atilla_59,1538,1326,1189
atimoore,654,664,477
atlasans,478,364,729
atlasheart,1919,1716,2335
atlasistocool,1036,761,400
atlas_plaza,1673,1540,2488
atml83,1705,1543,1141
ato55,1185,1229,2050
atomar83,1446,1295,804
atomiccaleb,1141,994,1232
atomicjess,1308,1194,1765
atomicloldestroyer,326,153,425
atomicpotat0,1607,1476,1755
atomicwarfare,1055,647,424
atoniki,926,673,1187
atrac219,993,1084,901
atsavage,408,336,655
atse289,1391,1320,1926
atska90,925,916,405
att3icus,1090,1158,1126
attackstats,218,300,387
attaint,789,471,438
attecap,1174,861,1196
atticus19969,1021,841,457
atticusjohnston,662,413,1336
atticuspatterson,553,939,435
attiozcag,640,705,614
attractivestranger,995,717,1253
attractiveumbrella,611,360,1404
atulpatel96,312,303,619
atwhiskey,1049,815,1520
au9ust,486,273,517
aubreyschessname,1074,1102,1706
aubutt,1216,1217,1873
auchddr,451,259,1130
aucksey,841,719,1153
audacity67,1269,1144,1115
audacitymonkey,981,655,1565
audreyeve91,679,234,619
audric7,1246,973,1585
auerbach91,396,989,474
aufalcon,798,596,400
augmentedman1026,852,557,1288
augustasgloop,602,378,1142
augustine7777,696,665,993
augustus1998,1004,539,1354
augustusmccaffrey,1346,1151,1626
aujgesb,1233,753,412
aulakhtarasingh,1133,1000,1474
aulden,1312,861,1440
aulyx,936,583,1461
aun0007,1006,883,399
auntreggie,946,909,1660
auntydonna389,1059,880,1458
aur0ra34,718,292,734
aura_was_taken,864,766,822
aureliusrevenge,744,585,1224
auriksalim,1134,555,817
auro1451,1469,1388,1028
aurora2k21,682,478,1165
aurora623,1201,993,1428
aurora88,1015,532,1127
aurorajnr,847,856,1630
ausbanker,1151,1342,1062
ausbro1,1231,591,451
auschuck,1074,934,1719
auselement,927,780,1313
ausguy,1022,1257,1340
aushadow,281,480,663
ausiechess_lad_67,1019,862,1259
ausjap,209,794,387
ausjd,1560,1429,2153
auskv,949,929,1400
auslister,1012,669,1403
ausmugzy,1015,551,1016
ausnatopotato,368,537,429
ausnipe,824,399,1366
auspom73,788,1067,1186
auspost,1321,1347,1758
ausqball,1426,1055,1816
ausraidersfan,892,675,1483
ausser20,1713,1788,800
aussie2020,515,576,390
aussie3280,1424,1474,1197
aussie5,1286,1632,998
aussie6518,897,647,455
aussie666,849,663,436
aussieberer,1009,585,1066
aussiebigfoot,659,384,1092
aussieblok,490,349,412
aussieboii,728,658,496
aussieboyrt,1211,1028,1790
aussiebra,1398,1346,1198
aussiecookiechess,504,240,387
aussiedadda,1236,746,1201
aussiedon8,1224,1552,1695
aussiedonk,978,1095,592
aussiedup,1100,1103,776
aussiedyno,1088,189,799
aussiefirebug,843,1539,440
aussiejay1975,1473,1304,1134
aussiejimk,1026,704,1423
aussiejwh,993,754,814
aussiemac89,1712,2013,2886
aussiemann,1422,612,1351
aussiematie,1304,1150,497
aussiematt12,1120,748,1158
aussieminer,1573,2082,2329
aussiepeanut,989,378,1763
aussiepilot,432,493,592
aussiepilot1,662,497,1197
aussiepinoy,1599,1668,1417
aussierob73,968,739,1197
aussiesangas,1097,820,1520
aussieskier,1034,798,1196
aussiesparrow,1236,997,1264
aussietapdancer,744,494,900
aussietbone,1115,743,1583
aussiethesoda,905,1024,387
aussietiger,734,367,1339
aussiewoussie,1425,1285,2283
aussieyank,1446,1393,1986
aussie_blunder,1294,1040,908
aussie_canuck,1105,1119,1855
aussie_check_mate,1266,1051,1169
aussie_chess_noob,1332,856,1447
aussie_man,983,904,1160
aussie_mozzie22,1123,706,971
aussie_pinoy,2333,2506,2025
aussie_rookie,1368,1268,1014
aussie_slav,955,681,1124
aussie_warrior,617,737,392
ausski,966,555,463
aust3n_xu06,722,701,412
austar2018,842,1051,873
austenpeters,763,744,1205
austin137,873,442,630
austinator32,948,647,1297
austinchessmaster,714,533,595
austinchk,816,813,446
austindragon,1393,897,2101
austinfromeffington,1282,1107,1934
austinhahaha,401,489,786
austinhaywood,1239,978,827
austinngvyennn,1511,1124,1908
austinpowersfatha,1189,1071,1358
austinreich,992,762,1641
austinryan1,786,370,1627
austinstork12,1021,1015,460
austintheamazing,1487,1166,2153
austl,1639,1810,2365
austrafalia,694,506,418
australasianat10,1009,661,411
australiancheckers,616,231,500
australiandefence,1017,992,1476
australianlegend5,549,200,437
australiansam,707,549,394
australiarob,1600,1493,2162
austynthechessgod,923,713,545
auswayne,793,485,559
auswebby,2203,2007,2397
auswegian,1000,711,2108
auswide3000,1298,1116,1084
aus_trent,840,539,813
author53,1518,1201,437
authoritas,1652,1312,1502
autismabundance,1432,826,2008
autisticbishop,1128,759,412
automatedsideloader,1027,691,686
aux4,958,817,485
auxes,1473,1330,1073
auzchris,762,375,661
auzone616,794,617,441
auzymandias,982,805,1303
auzyung,955,750,1547
auzziepaul,1192,893,401
au_bogan,1460,1434,1169
au_rocket,1671,1196,1263
av1212,1066,1037,583
av5062,1474,1404,1396
avacado1515,1256,1196,1855
availablenames,1087,949,1469
aval08,1783,1545,484
avalanche2539,985,724,1418
avallon57,1679,1474,1848
avanchung,421,445,583
avandenberg,1302,1060,1766
avaneeshamazing,807,784,618
avani26,1626,1592,1444
avanvu8,1234,964,1752
avarefare,613,696,387
avaseer,989,950,1028
avatarronn,865,936,1517
avatarvl,671,473,1213
avatermick,762,1013,498
avb1093,915,1049,681
aveario,728,661,1068
avelmonte,457,1494,1065
aveng3r7,1444,1048,1489
avengerninja123,843,822,899
aventador82,980,739,1807
averageboomer,523,326,875
averagecow,735,676,1321
averageidiot123,1003,894,938
averagejoe7113,978,517,813
averagenormal,1001,595,1564
averlynit,395,312,787
avers2021,689,532,810
averyclarke,901,754,917
averycutetriangle,1809,1725,800
averyhook,1916,1835,2252
averyhyperion,1104,957,441
avetisartyom,1096,1369,1070
avextro,1215,1039,1824
aveyardn,687,631,725
avg786,1638,1387,1200
avi2125,873,1033,531
avi5hai,1020,624,463
aviana3,988,893,404
avianman96,851,853,1246
avidy,1115,1053,757
avikingtrex,1239,852,1490
avinashdahre,960,635,770
avinashmukundhan,1069,979,461
avinashveleshala,988,962,1936
avis1981,1874,1680,2410
avkarn,546,386,1221
avlonj,731,573,454
avocado96,744,756,387
avocadoandcheesedip,1555,1477,2489
avon-lea,1189,1077,398
avovovcado,921,788,1705
avp213,1122,925,1619
avro55,676,414,912
avuxdrex,1196,778,2045
aw123456789,318,144,393
aw3some,906,805,1037
aw666,869,1446,1939
awakecartoon,774,701,1160
awakeepiphanymoon,1279,1148,2023
awakem,538,909,1245
awalkingshadow,1201,960,1241
awanti777,1212,806,2062
awardwinningbroker,1314,963,1654
awarei,930,1107,967
awas4263,1092,1393,520
awe22,938,241,1595
awell-versednovice,1173,1138,1872
awesome2-0,1260,1055,1993
awesome5112,588,397,499
awesome5185,1457,1056,2159
awesomealdine,727,741,1623
awesomeandrew101,1244,895,1723
awesomebanana12,715,860,1757
awesomebestboy,1244,1226,1863
awesomebillyster1,672,618,964
awesomebob27,823,1024,809
awesomecyrus,1025,778,981
awesomedeadguy,341,626,543
awesomedude146,1021,763,1223
awesomejacob347,1119,785,1275
awesomerthanpie,1166,539,1274
awesomesauce222,1088,625,579
awesomesauce382,1030,920,1504
awesometa,1065,605,1026
awesomite,1333,1019,1883
awestruckenfaylya,1534,1607,2691
awfluke,1434,1373,1408
awfulmoo,962,374,925
awhiteley27,232,319,412
awicksamdah,1336,815,2018
awildllama,1327,882,1200
awildmidget,690,128,435
awimbaway,976,885,1097
awishrightnow,794,669,889
awol_city,921,730,1142
awonderfulnamee,581,679,805
awoomynati,1204,999,1706
aworks,1263,924,1078
awptimuscheck,1238,1043,1462
awrindam,1681,1593,1277
awrsh03,996,1000,834
awry69,352,202,498
awweccshon2,1029,770,1187
axass,1120,682,392
axe35,746,964,1228
axel141,946,979,806
axel4104,1009,791,1230
axelpierre,1260,1006,512
axelst,1731,1685,2047
axitrader,403,585,455
axkco,1130,559,1022
axl1993,658,746,446
axlotol,695,711,821
axolotl1234,581,411,1361
axtcnv,884,516,834
ay-misaya,951,965,1467
ay0ussef,1140,967,1430
ayaanasad,678,501,871
ayadhameed,730,890,993
ayala100,1442,1527,2093
ayan19ya,654,286,466
ayanshk,829,123,646
ayaonb,739,731,1218
ayayayayayaya,745,591,489
aycee87,935,802,1147
ayceventura,1194,714,592
aydanj,969,631,968
aydarch,1107,968,450
ayderla,905,763,446
ayds815,912,452,777
aye0_0,1285,871,890
ayefkay,796,589,1193
ayegimmick,836,579,949
ayeshka-samararatne,1195,753,2016
aygajoos,750,495,479
ayitsme,1037,632,1204
ayiu,850,584,1252
aylmaao,879,624,994
aymanwagdy,1216,970,398
ayna2,734,934,1477
ayqooi_low,1428,1490,1263
ayreale,493,786,1805
ayrob,628,692,890
ayrtonch3ss,525,890,1160
aysayman,692,771,1186
ayshikrahmankhan,1052,535,1382
ayuchen,687,735,953
ayushja4742,1370,1275,831
ayushman73,937,703,463
ayy3,1200,1165,2024
ayyappakoneti,962,649,1302
ayyaxtn,496,328,1096
ayykins,1306,2570,1245
ayymok,786,397,423
ayymos,978,459,714
ayyyoteagz,784,454,1197
az097,659,932,1427
az211,574,714,549
azac1,1167,878,1165
azagrem,603,318,921
azalock,980,530,1132
azam441,651,881,1246
azamchelakkadan,464,391,437
azariabyrne,1233,1193,1210
azariahpundari,1113,886,841
azarrah,665,356,1141
azaturi,1366,1457,2167
azbo4,984,958,1106
azcat123,1019,1237,1261
azchuah,1557,1640,2222
azdelic,370,293,841
azdowning,1406,984,1113
azedw90,1164,1366,852
azeef,1076,1014,1303
azeitonis,1446,1093,831
azelator,621,489,787
azemeth,1208,1076,1622
azeria29,1048,1151,1064
azi10,1480,1350,2267
azilent,848,563,1389
azimrahimi,1306,1118,1381
azimuth_thruster,1164,961,1819
azkaban101,1072,724,496
azlmer,1607,1328,1988
azlucky8,895,1043,2079
azmainiac,1130,904,1085
azmck,777,709,393
aznbbgrl,420,211,424
aznepicness,1068,776,1336
aznheaven,882,776,1109
aznhunter1,1076,1004,1341
aznivek,1421,1027,2221
azocado,938,783,820
azof92,674,449,1413
azogsl,615,502,423
azqard,947,1095,1915
azr0n,1004,1417,1494
azra_morgan,1398,975,911
azt34369,432,145,896
azthecheesehead,1204,1022,1836
aztrokyaw,615,100,481
azule22,873,462,387
azureasura,1559,1569,2255
azureeeeeee,784,520,805
azurekillswitch,1055,1062,1599
azuresaga11,1003,995,1207
azurzer0,1008,827,1267
azw0w,1150,1013,1618
azxcazx774,965,742,1795
azy250,888,653,435
azygen,525,643,813
azyze,1300,564,664
azz23,835,447,438
azza001999,594,368,408
azza08,331,387,495
azza230,308,565,946
azza402,936,910,983
azza7777,915,794,462
azzaau,1167,1356,1941
azzakam17,1069,849,1835
azzamazza9,1098,855,1355
azzavee,1028,893,799
azzeral,1130,1224,1046
azzmosphere,885,696,1213
azzybab,783,763,987
az_goose,1155,874,1463
az_m,1168,1114,2081
a_bdp,1144,708,1401
a_chess_player52,891,775,792
a_clump_of_puppies,909,605,436
a_duck_123,746,993,1425
a_mcg77,1233,829,1837
a_namer,408,243,481
a_n_g_u_s,1433,1303,597
a_peeled_pineapple,757,430,638
a_si_n_s,1077,928,1392
a_tin_can,1062,921,1376
a_waters,1121,842,1747
b-quick,1280,1338,1457
b-rye1,1349,824,1232
b-wakey,1108,1011,1246
b0bb0,770,732,446
b0bby111,1635,1408,1962
b0bbymac,392,317,553
b0bcat89,930,483,812
b0m83d,1569,1600,2011
b0n3star,1009,477,1376
b0ng88,757,740,462
b0ssm4n,734,600,918
b0ttlebrush,1078,703,815
b0untyyyy,697,938,434
b1gcurry,1094,891,1208
b1gf1sh88,1021,915,1264
b1gmang0,822,401,1359
b1llyb0yz,703,527,444
b1llytk,1174,1021,1544
b1lski,611,321,400
b34nsprout,204,171,392
b3kh1t,792,827,1484
b3ndy234,698,356,444
b3nj4m1nq,1355,1364,2315
b3nn077,1204,963,1158
b3nny_w4tts_ltd,1218,1155,1760
b3rerk,343,752,503
b3sy,1141,687,1470
b3v21,1240,952,1680
b42morro,903,449,1682
b4brandyboy2002,780,592,1206
b4ck3nd,999,866,1912
b4rtlett,1024,1163,2003
b5dv,836,860,1397
b637051,613,530,705
b747stu,634,594,1261
b78chess,1063,732,1179
b8steel,1120,800,1178
b90rak,987,955,699
ba-ba-baruce,884,505,443
ba141592,1507,1145,2019
ba1764,623,351,417
ba85,1004,628,1037
baaaaaaaad,1222,1046,1630
baabaa26,859,856,1343
baabaaboy123,1109,1130,1476
baagiihishgee,1361,740,786
baahh,966,750,1546
baakedr,594,657,426
baambaam95,653,533,801
baaooo,1614,1627,2265
baazaa,1774,1644,2385
bab77,1601,1521,1255
bababooey10,1163,906,1099
babagebe,970,917,820
babak3333,1543,1073,1774
babakaboosh,1166,1675,423
babaratos,1225,1032,1773
babatundeobafemi,1280,1378,1167
babatundewantwotah,728,1356,502
babawinfreyy69,1207,1152,517
babaydos,914,670,431
babbledg,1101,932,1444
babcomau,126,290,475
babegaldero,1089,373,1035
babiti,811,837,829
babolimp,1192,914,465
babycarrrots,580,305,412
babycoathanger,647,544,755
babycrepes,570,462,537
babyface-nelson,1261,1273,1899
babygiraffe95,718,559,400
babyjesusgaming,489,315,425
babynick,444,395,410
babyprawn,1029,768,1216
babytiger12,1067,833,1822
babyyoda33,733,657,1329
baby_brain,687,688,393
babzyy,407,302,960
bacchus6,1131,1112,1095
bacchusbeale,746,679,614
bachatabjorn,1245,1000,1518
bachtobach8,799,826,683
back-to-the-loby,1086,1143,1709
backpackbrain,1252,1119,1337
backpocketroyalty,752,390,444
backranklove,1460,1248,1539
backthejannister,615,638,1290
backupron,597,253,528
backyarddog1,1050,1162,499
baconboii06,292,541,424
baconmad2,375,517,993
baconunicorn,757,953,480
bactam,1492,1482,667
bacuno1,1010,426,486
bacx110,692,580,451
badalibi,1227,675,661
badaoui51,1116,755,1069
badatchess297974,673,724,955
badatchess6942095,1024,787,1559
badatchessbrayden,826,534,982
badatchessman2021,1370,872,1717
badatchessngl,850,1232,1591
badazzel,822,456,1106
badbeatcheckmate,1077,748,1399
badbishgigi,710,650,455
badboijed,699,560,1038
badboybobbyfischer,1349,1668,1846
badbudda,504,239,418
badchess91,760,479,838
badchessbot821,766,726,862
badcobba1909,1235,791,467
baddaddyrs,873,814,430
baddasslongcoat,490,122,959
badebalari,1462,1394,1201
bader_pl,693,359,1001
badfingerdan,1156,808,1234
badgalrhiirhi,832,928,962
badge445,951,765,1422
badge4848,815,857,1015
badgerchess0,1121,994,1884
badibstudent,967,610,757
badler62,1058,989,1309
badman360,1074,871,1494
badnewsbrown,1214,1142,1565
badplayer10152,553,353,961
badplayer36,595,556,431
badplayer81,1000,601,1545
bad_piggies69,1364,1173,1185
baebnon,1103,932,1711
baerambe,931,760,426
baereversal,634,501,440
baethoven23,1122,805,1406
baffleme,1233,1026,1981
bafmas,2193,2264,2709
bagarnham,1520,1291,1552
bagawabandito,652,403,945
bagelby,710,449,547
bagelfairy,688,474,1075
bagerino,1555,1151,1820
bagley2,1171,1108,1400
bagofstaples,645,309,506
bags93,831,413,1240
baguette0828,1161,547,591
baguettetoast,680,490,550
baguetti,1096,854,1446
bag_moneyscam,1506,1445,1345
bahmansh,1192,881,433
bailey8988,278,584,467
baileybreww,638,352,516
baileybruh,601,322,1238
baileycook2411,857,583,1013
baileycranney,635,416,780
baileydjohnson,878,591,453
baileyhayman,411,716,1183
baileyheddes,425,433,392
baileyholmes1,567,896,964
baileyk04,285,283,465
baileymcnulty,494,401,1478
baileypike5,1225,1172,1919
baileywilson05,815,643,387
bailey_dwyer,831,392,1126
bailey_g8,695,279,415
bailey_marsland,1362,728,1079
bails22,1247,866,698
bails51,149,113,393
bailsboy,841,813,811
bailyfrancis,1127,446,1018
bailymartinispoggers,780,833,833
bailyvinen,1047,586,432
bairjohn04,747,787,424
bairn-owl,1772,1523,2504
bairuts,1087,766,439
bajchess44,807,536,500
bajdas,1295,1184,1201
baka120y,1225,1004,1132
bakatron5000,933,775,1316
bakedb3ans,862,621,1158
bakedbeano,1260,778,1896
bakedblackbird15,689,472,436
bakeddeanschess,551,581,585
bakedgoods4days,629,230,437
bakedkoala,891,477,503
bakedturtle,990,779,1465
baker-28,675,516,1032
bakermichael96,913,962,1659
bakersbred,516,884,800
bakes96,1230,1060,1584
bakey5,667,1040,691
bakker_boy,495,501,713
baklavabrate,760,865,404
bakos59,1213,866,478
baku-lion,998,721,1311
bakugan101,921,753,1554
bal007,1401,1193,1652
balajiarani,1349,1100,1944
balakay94,844,865,548
balake6,1046,696,1380
balancedjam,416,545,940
balaram1980,1264,719,806
balazst,1391,1228,1420
baldcracc,1000,988,1516
baldeagle1989,553,365,439
baldie109,1291,791,1759
baldman101,673,482,399
bales73,977,914,397
balgowlahbandit,654,877,832
baliente,1361,1239,1606
baligh42069,143,480,412
balin165,838,979,1057
baljeettheyeet,611,859,418
balla222,1119,963,414
balladofblah,727,1060,528
ballbaglika,852,508,492
ballbearings,1147,986,1431
ballbreaker12,471,287,472
balldog21,1276,1136,902
ballfartguy,977,691,663
balliaume,536,449,517
ballisticc,182,100,599
ballllen,902,666,767
ballsking,961,711,1251
ballzdeepuwu,1370,930,1732
ballzyblake,1033,1049,702
balong252217,983,1043,834
balongisles,1444,1309,1016
balpreetsinghsidhu,692,518,803
balsamy_glaaze,789,720,404
balsgub,754,513,1289
baltch,935,728,429
balthuzar,1072,812,592
bal_r6,1055,1010,992
bambatrynis,1612,1429,620
bambi0nice,1685,1568,990
bamboo58,973,905,1081
bamfblake,1406,1306,2199
bamtastic80,1143,693,1898
bamuel,698,880,1186
banana31415,1872,1827,2655
banana557,860,517,1241
banana9001,1214,999,912
bananaanbread,942,795,924
bananabartels,1076,1146,1418
bananajay,1299,851,1547
bananaman0012,1156,1018,528
bananaman2004,849,749,971
bananaman9112,880,316,1179
bananana3,1464,991,1484
banananna101,681,368,811
bananapanorama,1444,1252,2004
bananaplayz28,326,266,422
bananarhoades,869,734,483
bananasandmash,626,521,795
bananatips,1643,1800,1874
banangambit60,1039,662,938
banbury1,994,1089,665
banburyj,1922,1511,2480
bandaarr,1044,620,1811
bandic00t,835,766,1074
bandmee123,530,578,1327
bandooksarav,968,773,933
bandyyyy,669,831,800
banelingking,1508,1809,1451
baneshaker,1681,1402,816
baneynaman,808,574,407
bangerharvey35,991,1300,1313
bangez82,1721,1897,2354
bangool,849,748,464
bangusbongus,1408,1038,2032
banhmee,1293,1089,1845
banjo2000,146,407,470
banjojackson,861,712,1010
banjolino,1506,1436,1955
banjomcintosh,298,294,698
bankai321,849,668,553
banlings,1542,1260,2254
banna,1399,1498,1229
bannerss,1453,1063,826
bannieb,999,1362,787
bannouna,1019,726,531
banootan,1422,1065,1465
bantach,957,562,1369
bantersmith,946,681,552
banwait,1384,1272,425
banzuke93,1135,789,1301
banzy54,712,323,800
baobaobaobao,1215,1097,1746
baochaupham,100,212,387
baon69,956,570,450
baorao,968,703,606
baphometali,1506,1618,2257
bapsruma,965,1232,951
baraaefing,1331,1055,1571
barakobamba,1524,1248,1820
barandt2311,607,659,1005
barbadosjoe,1218,893,1178
barbarossa412,535,483,437
barbarry2,1028,737,1532
barbecuetree,974,1143,1111
barbiequ,752,1049,423
barbs1235,1127,854,823
barbs5,523,607,411
barcarichio,1061,492,1153
barch84,1434,1187,1839
barclaymcgain,1049,908,436
barcz,1185,1104,1025
bardmain123,680,489,457
barefootdan3,602,628,1391
barefoot_tim,802,669,1352
bareing,762,617,619
barelybleeding,883,382,986
barfridge,826,727,1048
barid_medar,1198,922,1285
barie,1112,1208,1248
barinhurts,1008,966,1181
barkallday,1207,868,470
barkborksniff,1083,884,1278
barmi914,1076,871,1700
barmstedt,990,848,1007
barnabasbe,860,480,1397
barnabusc,488,325,1078
barnabyjoycebby,993,314,400
barnacles125,1129,719,1402
barnacles24,918,622,1155
barnesgm,919,616,1361
barnesha,782,929,847
barney5002,608,242,966
barneyispurple,426,491,462
barnyard492,883,306,398
barnzy87,1700,1800,2090
barohz,789,785,615
baronbirdman,457,242,436
baronchapman,1161,1161,970
baronmiklos,1074,914,1324
baronvc,538,360,408
baronvonmoosetachio,1067,702,444
baronwrigle,1748,1688,2289
baron_manfred,1595,1259,1913
barrackosama123,914,1018,1883
barrakembalmer,1450,1218,870
barra_cuda,956,633,1027
barrelochess,948,768,1380
barrie56,438,965,785
barrierbushpigs,760,944,1497
barrowleit,839,1041,857
barryborg,995,1118,1547
